1,虞,穆,13323304348,ym@datapipeline.com,active    ,1982-02-03,山西省
272,张,任,15324365919,zr@datapipeline.com,current   ,1984-05-23,山西省
273,宣,邢凤,15646972946,xxf@datapipeline.com,current   ,1996-11-30,北京市
274,封,仲,18619882404,fz@datapipeline.com,inactive  ,1992-11-27,天津市
275,霍,慎,15143343917,hs@datapipeline.com,active    ,1982-06-12,北京市
276,袁,池,15311112495,yc@datapipeline.com,inactive  ,1987-09-23,天津市
277,扶,童满,18932531727,ftm@datapipeline.com,current   ,1996-02-05,山西省
278,萧,慕卞,18850988908,xmb@datapipeline.com,current   ,1991-08-05,天津市
279,訾,章阎,13710151168,zzy@datapipeline.com,inactive  ,1997-09-21,河北省
280,盖,庄,13186839395,gz@datapipeline.com,active    ,1984-04-28,天津市
281,郁,郭蓟,18325267967,ygj@datapipeline.com,inactive  ,1980-05-17,天津市
375,夏,卢姜,13560446976,xlj@datapipeline.com,inactive  ,1994-05-17,天津市
376,璩,匡,18449074286,qk@datapipeline.com,inactive  ,1992-12-01,天津市
377,殷,骆,18490092657,yl@datapipeline.com,active    ,1991-09-05,河北省
378,丘,尚,15493409602,qs@datapipeline.com,active    ,1993-07-23,河北省
379,扶,韦庾,13682211073,fwy@datapipeline.com,active    ,1984-08-09,北京市
380,司,余乜,13333413119,sym@datapipeline.com,active    ,1982-04-17,北京市
381,燕,伍,13383886587,yw@datapipeline.com,active    ,1980-05-24,北京市
382,唐,岑郝,13262265892,tch@datapipeline.com,active    ,1986-12-27,河北省
383,庞,蓝仇,13961349974,plc@datapipeline.com,active    ,1983-03-10,天津市
384,邹,雍骆,18668478395,zyl@datapipeline.com,active    ,1985-09-15,山西省
385,季,雍虞,18747706483,jyy@datapipeline.com,current   ,1987-04-15,山西省
386,郭,秋,13632549018,gq@datapipeline.com,current   ,1989-08-25,北京市
387,许,俞容,15799617180,xyr@datapipeline.com,current   ,1982-04-25,河北省
388,邢,雷,15454816355,xl@datapipeline.com,inactive  ,1987-03-25,山西省
389,芮,邰史,18659664675,rts@datapipeline.com,active    ,1998-06-27,北京市
390,毕,鲍,18445072958,bb@datapipeline.com,inactive  ,1990-09-08,天津市
391,骆,施,13716808182,ls@datapipeline.com,active    ,1992-03-26,山西省
392,茅,通,13378574375,mt@datapipeline.com,active    ,1996-04-30,山西省
393,庾,邵,15252056016,ys@datapipeline.com,active    ,1998-07-01,北京市
394,东,通吴,15576329557,dtw@datapipeline.com,inactive  ,1984-09-16,天津市
395,能,乔,18590635729,nq@datapipeline.com,current   ,1984-12-03,天津市
396,孔,农彭,18865143438,knp@datapipeline.com,inactive  ,1982-03-02,河北省
397,养,弘,13855112363,yh@datapipeline.com,current   ,1999-12-08,山西省
398,冷,祖,13523064170,lz@datapipeline.com,current   ,1994-04-05,山西省
399,马,宦盖,13666319872,mhg@datapipeline.com,active    ,1996-11-22,河北省
400,钮,禹闻,13255523638,nyw@datapipeline.com,current   ,1986-01-09,山西省
401,荣,汪柏,15551366243,rwb@datapipeline.com,inactive  ,1987-12-11,北京市
402,冷,臧李,18995984114,lzl@datapipeline.com,current   ,1985-08-19,河北省
403,杨,嵇阎,15813436879,yjy@datapipeline.com,current   ,1984-01-05,山西省
404,蔡,雍左,15219524445,cyz@datapipeline.com,inactive  ,1995-05-15,天津市
405,郦,璩能,13535816170,lqn@datapipeline.com,inactive  ,1986-10-10,天津市
406,丰,养广,15229778045,fyg@datapipeline.com,inactive  ,1995-07-07,山西省
407,索,吕,13643763269,sl@datapipeline.com,active    ,1981-08-30,北京市
408,卜,麻从,18942505844,bmc@datapipeline.com,current   ,1983-07-20,北京市
409,麹,滑,15699929983,qh@datapipeline.com,inactive  ,1983-03-07,北京市
410,宣,柴,15416684966,xc@datapipeline.com,inactive  ,1987-05-25,河北省
411,逄,郤,18194693118,px@datapipeline.com,inactive  ,1982-03-16,天津市
412,曾,奚穆,18714652992,zxm@datapipeline.com,current   ,1990-09-04,天津市
413,隗,艾华,13419349878,wah@datapipeline.com,inactive  ,1999-03-05,天津市
414,鲁,温车,13729517173,lwc@datapipeline.com,inactive  ,1998-11-06,北京市
415,米,艾,13815623781,ma@datapipeline.com,inactive  ,1994-12-06,北京市
416,欧,庄,13275561369,oz@datapipeline.com,inactive  ,1983-11-23,山西省
417,顾,扶,13495936372,gf@datapipeline.com,inactive  ,1988-12-15,北京市
418,范,甘丘,18621604950,fgq@datapipeline.com,active    ,1997-01-02,北京市
419,萧,施,18156336413,xs@datapipeline.com,inactive  ,1998-03-19,山西省
420,晁,籍邢,18347265766,cjx@datapipeline.com,inactive  ,1984-07-15,天津市
421,卢,郗,18192857249,lx@datapipeline.com,active    ,1991-07-30,北京市
422,巫,向斜,18394119577,wxx@datapipeline.com,current   ,1991-08-27,天津市
423,薛,仇杭,15826339621,xch@datapipeline.com,inactive  ,1997-03-12,天津市
424,常,郏包,15131701843,cjb@datapipeline.com,current   ,1982-03-21,天津市
425,茹,彭敖,18620139970,rpa@datapipeline.com,current   ,1989-03-05,北京市
426,吴,邬梅,15134845988,wwm@datapipeline.com,inactive  ,1995-06-24,山西省
427,杜,阎,15640557895,dy@datapipeline.com,active    ,1986-12-01,天津市
428,艾,濮,13196178015,ap@datapipeline.com,active    ,1988-05-02,天津市
429,寇,樊,13554283268,kf@datapipeline.com,inactive  ,1996-07-16,山西省
430,容,甄,18277773328,rz@datapipeline.com,active    ,1993-04-19,天津市
431,凌,宰鱼,13923232202,lzy@datapipeline.com,inactive  ,1989-02-01,河北省
432,解,费葛,15514693593,jfg@datapipeline.com,inactive  ,1984-02-25,河北省
433,翁,钱桓,13126537435,wqh@datapipeline.com,inactive  ,1983-05-21,河北省
434,唐,殳,13532323044,ts@datapipeline.com,current   ,1998-12-12,北京市
435,阴,訾,13169615210,yz@datapipeline.com,active    ,1989-04-28,山西省
436,唐,霍,18785302796,th@datapipeline.com,inactive  ,1991-04-04,天津市
437,柯,简梁,13741781329,kjl@datapipeline.com,inactive  ,1999-12-29,天津市
438,费,羿,15869865188,fy@datapipeline.com,inactive  ,1989-08-20,山西省
439,文,侯阮,15117828274,whr@datapipeline.com,active    ,1991-01-04,河北省
440,山,林郦,15334475321,sll@datapipeline.com,inactive  ,1996-01-23,天津市
441,能,阙,13120371187,nq@datapipeline.com,inactive  ,1983-01-13,天津市
442,谈,贡井,13487288062,tgj@datapipeline.com,current   ,1993-04-24,北京市
443,欧,夔乜,15941283946,okm@datapipeline.com,inactive  ,1992-07-16,北京市
444,和,越景,18945623144,hyj@datapipeline.com,inactive  ,1987-08-09,天津市
445,颜,越,15655112656,yy@datapipeline.com,current   ,1989-12-06,河北省
446,於,宿,13856974462,ys@datapipeline.com,inactive  ,1992-12-16,天津市
447,胡,罗,18252964685,hl@datapipeline.com,inactive  ,1983-03-11,北京市
448,阮,潘,15555015061,rp@datapipeline.com,current   ,1998-09-08,山西省
449,广,隆易,13647701025,gly@datapipeline.com,current   ,1991-11-10,山西省
450,龙,侯蔚,18637654589,lhw@datapipeline.com,current   ,1993-04-26,河北省
451,养,季鞠,15115378298,yjj@datapipeline.com,inactive  ,1985-03-03,北京市
452,隗,苍,15653589743,wc@datapipeline.com,active    ,1986-02-05,天津市
453,苍,齐靳,15186943340,cqj@datapipeline.com,active    ,1989-08-20,山西省
454,郁,劳,15943734927,yl@datapipeline.com,current   ,1985-03-24,山西省
455,袁,季,18244155275,yj@datapipeline.com,inactive  ,1992-03-27,河北省
456,石,翟,18347488287,sz@datapipeline.com,active    ,1984-05-13,河北省
457,能,石寇,13316893728,nsk@datapipeline.com,inactive  ,1994-11-26,山西省
458,康,仇奚,15699453719,kcx@datapipeline.com,inactive  ,1990-05-06,河北省
459,封,林,15657857427,fl@datapipeline.com,active    ,1998-04-26,北京市
460,栾,终骆,18474035951,lzl@datapipeline.com,active    ,1988-04-21,山西省
461,任,全,13351916121,rq@datapipeline.com,active    ,1986-07-18,山西省
462,申,张靳,13494884684,szj@datapipeline.com,current   ,1988-10-05,山西省
463,吉,宫郑,15849707451,jgz@datapipeline.com,inactive  ,1983-01-09,山西省
464,燕,晏,18835157614,yy@datapipeline.com,current   ,1989-06-01,山西省
465,白,彭,15338429053,bp@datapipeline.com,inactive  ,1982-12-30,河北省
466,仇,宣,13345147525,cx@datapipeline.com,active    ,1997-06-28,河北省
467,须,许,18389448193,xx@datapipeline.com,current   ,1985-04-11,天津市
282,王,郁班,18499668604,wyb@datapipeline.com,current   ,1988-01-01,山西省
283,章,师,15154101206,zs@datapipeline.com,inactive  ,1985-06-28,天津市
284,山,蓬华,18910085429,sph@datapipeline.com,active    ,1986-08-11,河北省
285,翟,全,15239519345,zq@datapipeline.com,current   ,1986-08-29,山西省
286,梁,斜,15421856012,lx@datapipeline.com,current   ,1988-11-17,北京市
287,舒,阙邹,13661801889,sqz@datapipeline.com,inactive  ,1986-07-15,天津市
288,蔺,徐厍,13383438953,lxs@datapipeline.com,current   ,1999-12-04,山西省
289,苍,裘,13766104668,cq@datapipeline.com,inactive  ,1984-08-24,山西省
290,璩,郁,15822909196,qy@datapipeline.com,inactive  ,1993-02-01,天津市
291,甄,娄元,18871173682,zly@datapipeline.com,current   ,1991-01-26,山西省
292,酆,贡,15673616859,fg@datapipeline.com,active    ,1996-02-23,山西省
293,贺,史郜,18583768563,hsg@datapipeline.com,current   ,1984-01-02,天津市
294,燕,傅,18918844809,yf@datapipeline.com,inactive  ,1983-07-19,天津市
295,侯,芮厉,15464719665,hrl@datapipeline.com,current   ,1996-01-16,山西省
296,邬,俞杭,15154607476,wyh@datapipeline.com,current   ,1993-09-01,河北省
297,沃,麹,13834973074,wq@datapipeline.com,current   ,1980-09-08,河北省
298,季,冀,13532085160,jj@datapipeline.com,inactive  ,1992-06-08,河北省
299,姜,邴元,13386846477,jby@datapipeline.com,current   ,1982-02-22,天津市
300,华,华胥,13811513571,hhx@datapipeline.com,inactive  ,1992-01-25,天津市
301,傅,芮柏,18937826966,frb@datapipeline.com,active    ,1995-12-06,河北省
302,皮,陶应,18881574458,pty@datapipeline.com,inactive  ,1999-01-01,河北省
303,闻,扶,18485548984,wf@datapipeline.com,active    ,1994-10-06,山西省
304,罗,向厍,13591879764,lxs@datapipeline.com,inactive  ,1991-11-09,天津市
305,席,逑,18521203385,xq@datapipeline.com,inactive  ,1984-09-23,北京市
306,董,饶,13893583444,dr@datapipeline.com,current   ,1980-12-16,天津市
307,屈,邓,13161194034,qd@datapipeline.com,inactive  ,1983-10-26,天津市
308,能,水宁,13587149271,nsn@datapipeline.com,current   ,1981-07-08,北京市
309,高,边,18477812624,gb@datapipeline.com,active    ,1990-10-31,天津市
310,计,沈宗,18739527818,jsz@datapipeline.com,inactive  ,1990-04-03,山西省
311,侯,古,18881582174,hg@datapipeline.com,current   ,1980-02-04,天津市
312,郭,祁,15827393676,gq@datapipeline.com,active    ,1982-03-20,河北省
313,祖,缪凤,18892458999,zmf@datapipeline.com,active    ,1987-05-28,山西省
314,糜,养,15860485713,my@datapipeline.com,inactive  ,1995-02-24,河北省
315,石,怀相,18375596326,shx@datapipeline.com,current   ,1981-04-25,天津市
316,白,窦师,13739699842,bds@datapipeline.com,active    ,1980-04-12,天津市
317,管,贺,15829681717,gh@datapipeline.com,current   ,1997-07-05,河北省
318,宰,秋,18687339391,zq@datapipeline.com,inactive  ,1999-08-16,天津市
319,易,荆,18572732318,yj@datapipeline.com,current   ,1994-07-10,河北省
320,甘,辛,18652572703,gx@datapipeline.com,inactive  ,1983-07-18,河北省
321,穆,左毋,13695818520,mzw@datapipeline.com,current   ,1994-07-01,河北省
322,习,逑,15914353839,xq@datapipeline.com,current   ,1990-11-12,山西省
323,卓,慕,13387987915,zm@datapipeline.com,inactive  ,1996-06-18,天津市
324,倪,邓,13189509377,nd@datapipeline.com,inactive  ,1985-08-31,天津市
325,扶,常糜,18198029509,fcm@datapipeline.com,inactive  ,1980-05-02,山西省
326,高,卢,18839257421,gl@datapipeline.com,inactive  ,1988-01-28,天津市
327,李,薛温,15492931376,lxw@datapipeline.com,active    ,1989-05-31,北京市
328,支,戴吕,13830116586,zdl@datapipeline.com,current   ,1994-04-08,河北省
329,郎,乔朱,15965753581,lqz@datapipeline.com,inactive  ,1985-07-01,北京市
330,宫,松巴,18439365036,gsb@datapipeline.com,current   ,1994-06-03,山西省
331,孟,芮,13753152870,mr@datapipeline.com,inactive  ,1984-02-13,河北省
332,茅,查阚,15567493426,mck@datapipeline.com,inactive  ,1988-09-29,北京市
333,宓,谈堵,18530872943,mtd@datapipeline.com,inactive  ,1992-09-26,山西省
334,水,华宗,18940658425,shz@datapipeline.com,current   ,1992-10-12,山西省
335,郝,康秦,13775887869,hkq@datapipeline.com,inactive  ,1991-02-10,河北省
336,朱,蔚孔,18983928602,zwk@datapipeline.com,inactive  ,1985-12-06,北京市
337,盛,翁,15140195005,sw@datapipeline.com,current   ,1985-10-13,河北省
338,班,查龚,18237837641,bcg@datapipeline.com,current   ,1999-11-15,河北省
339,师,池荀,18483597391,scx@datapipeline.com,active    ,1999-01-24,山西省
340,苏,缪汪,18666491187,smw@datapipeline.com,inactive  ,1981-08-16,天津市
341,束,经窦,18275578338,sjd@datapipeline.com,inactive  ,1985-06-29,天津市
342,慎,储慎,15751114586,scs@datapipeline.com,current   ,1987-10-24,天津市
